data,create_time
"{""TMP"":[1600],""HR"":[7030],""PRS"":[102000],""FX"":[6],""DO"":[13611],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.72098+08
"{""TMP"":[1610],""HR"":[7040],""PRS"":[102100],""FX"":[6],""DO"":[13558],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.715282+08
"{""TMP"":[1600],""HR"":[6960],""PRS"":[102000],""FX"":[6],""DO"":[13551],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.710741+08
"{""TMP"":[1600],""HR"":[7010],""PRS"":[102000],""FX"":[6],""DO"":[13553],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.705088+08
"{""TMP"":[1600],""HR"":[6990],""PRS"":[102000],""FX"":[6],""DO"":[13610],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.703316+08
"{""TMP"":[1600],""HR"":[7019],""PRS"":[102100],""FX"":[6],""DO"":[13558],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.698521+08
"{""TMP"":[1600],""HR"":[7019],""PRS"":[102000],""FX"":[6],""DO"":[13610],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.692797+08
"{""TMP"":[1590],""HR"":[7000],""PRS"":[102000],""FX"":[6],""DO"":[13504],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.686649+08
"{""TMP"":[1600],""HR"":[7000],""PRS"":[102000],""FX"":[6],""DO"":[13556],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.684078+08
"{""TMP"":[1600],""HR"":[7019],""PRS"":[102000],""FX"":[6],""DO"":[13611],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.681101+08
"{""TMP"":[1600],""HR"":[7060],""PRS"":[102000],""FX"":[6],""DO"":[13557],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.678465+08
"{""TMP"":[1600],""HR"":[7019],""PRS"":[101900],""FX"":[6],""DO"":[13557],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.663639+08
"{""TMP"":[1600],""HR"":[7019],""PRS"":[102000],""FX"":[6],""DO"":[13502],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.659783+08
"{""TMP"":[1600],""HR"":[7040],""PRS"":[102000],""FX"":[6],""DO"":[13556],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.649705+08
"{""TMP"":[1590],""HR"":[7000],""PRS"":[102000],""FX"":[6],""DO"":[13607],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.645662+08
"{""TMP"":[1590],""HR"":[6990],""PRS"":[102000],""FX"":[6],""DO"":[13557],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.642558+08
"{""TMP"":[1590],""HR"":[7019],""PRS"":[102000],""FX"":[6],""DO"":[13501],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.63983+08
"{""TMP"":[1600],""HR"":[7050],""PRS"":[102000],""FX"":[6],""DO"":[13612],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.627141+08
"{""TMP"":[1600],""HR"":[7019],""PRS"":[102000],""FX"":[6],""DO"":[13557],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.619857+08
"{""TMP"":[1590],""HR"":[6990],""PRS"":[102000],""FX"":[6],""DO"":[13612],""wTMP"":[1860],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.61305+08
"{""TMP"":[1590],""HR"":[7030],""PRS"":[102000],""FX"":[6],""DO"":[13557],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.607693+08
"{""TMP"":[1590],""HR"":[6980],""PRS"":[101900],""FX"":[6],""DO"":[13555],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.595684+08
"{""TMP"":[1590],""HR"":[6990],""PRS"":[102000],""FX"":[6],""DO"":[13611],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.590499+08
"{""TMP"":[1590],""HR"":[7030],""PRS"":[102000],""FX"":[6],""DO"":[13556],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.583076+08
"{""TMP"":[1580],""HR"":[7040],""PRS"":[102000],""FX"":[6],""DO"":[13610],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.578524+08
"{""TMP"":[1580],""HR"":[7060],""PRS"":[101900],""FX"":[6],""DO"":[13557],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.575614+08
"{""TMP"":[1580],""HR"":[7060],""PRS"":[102000],""FX"":[6],""DO"":[13554],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.567039+08
"{""TMP"":[1590],""HR"":[7000],""PRS"":[102000],""FX"":[6],""DO"":[13555],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.560365+08
"{""TMP"":[1590],""HR"":[6990],""PRS"":[102000],""FX"":[6],""DO"":[13608],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.553025+08
"{""TMP"":[1590],""HR"":[7030],""PRS"":[102000],""FX"":[6],""DO"":[13608],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.548339+08
"{""TMP"":[1580],""HR"":[7050],""PRS"":[102000],""FX"":[6],""DO"":[13494],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.53851+08
"{""TMP"":[1590],""HR"":[7000],""PRS"":[102000],""FX"":[6],""DO"":[13554],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.533639+08
"{""TMP"":[1590],""HR"":[6990],""PRS"":[102000],""FX"":[6],""DO"":[13557],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.530763+08
"{""TMP"":[1590],""HR"":[7040],""PRS"":[102000],""FX"":[6],""DO"":[13552],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.523841+08
"{""TMP"":[1580],""HR"":[7060],""PRS"":[102000],""FX"":[6],""DO"":[13558],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.518163+08
"{""TMP"":[1580],""HR"":[7010],""PRS"":[101900],""FX"":[6],""DO"":[13556],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.513224+08
"{""TMP"":[1580],""HR"":[7069],""PRS"":[102000],""FX"":[6],""DO"":[13552],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.509404+08
"{""TMP"":[1580],""HR"":[7050],""PRS"":[102000],""FX"":[6],""DO"":[13557],""wTMP"":[1870],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.506179+08
"{""TMP"":[1580],""HR"":[7050],""PRS"":[102000],""FX"":[6],""DO"":[13610],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.503171+08
"{""TMP"":[1580],""HR"":[7069],""PRS"":[102000],""FX"":[6],""DO"":[13611],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.497514+08
"{""TMP"":[1580],""HR"":[7060],""PRS"":[102000],""FX"":[6],""DO"":[13556],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.494087+08
"{""TMP"":[1590],""HR"":[7090],""PRS"":[102000],""FX"":[6],""DO"":[13612],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.48679+08
"{""TMP"":[1590],""HR"":[7080],""PRS"":[102000],""FX"":[6],""DO"":[13557],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.482053+08
"{""TMP"":[1580],""HR"":[7060],""PRS"":[101900],""FX"":[6],""DO"":[13555],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.479765+08
"{""TMP"":[1580],""HR"":[7050],""PRS"":[102000],""FX"":[6],""DO"":[13556],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.475227+08
"{""TMP"":[1580],""HR"":[7040],""PRS"":[102000],""FX"":[6],""DO"":[13553],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.472538+08
"{""TMP"":[1590],""HR"":[7069],""PRS"":[101900],""FX"":[6],""DO"":[13554],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.468814+08
"{""TMP"":[1580],""HR"":[7060],""PRS"":[101900],""FX"":[6],""DO"":[13608],""wTMP"":[1910],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.465819+08
"{""TMP"":[1580],""HR"":[7080],""PRS"":[102000],""FX"":[6],""DO"":[13556],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.460143+08
"{""TMP"":[1590],""HR"":[7050],""PRS"":[102000],""FX"":[6],""DO"":[13611],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.44949+08
"{""TMP"":[1590],""HR"":[7040],""PRS"":[102000],""FX"":[6],""DO"":[13555],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.446972+08
"{""TMP"":[1580],""HR"":[7040],""PRS"":[101900],""FX"":[6],""DO"":[13554],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.442175+08
"{""TMP"":[1590],""HR"":[7130],""PRS"":[102000],""FX"":[6],""DO"":[13503],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.438061+08
"{""TMP"":[1580],""HR"":[7060],""PRS"":[101900],""FX"":[6],""DO"":[13500],""wTMP"":[1910],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.43383+08
"{""TMP"":[1580],""HR"":[7060],""PRS"":[102000],""FX"":[6],""DO"":[13556],""wTMP"":[1910],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.428995+08
"{""TMP"":[1590],""HR"":[7090],""PRS"":[101900],""FX"":[6],""DO"":[13501],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.413351+08
"{""TMP"":[1590],""HR"":[7100],""PRS"":[101900],""FX"":[6],""DO"":[13610],""wTMP"":[1910],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.40735+08
"{""TMP"":[1590],""HR"":[7110],""PRS"":[101900],""FX"":[6],""DO"":[13611],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.404296+08
"{""TMP"":[1590],""HR"":[7080],""PRS"":[101900],""FX"":[6],""DO"":[13603],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.394614+08
"{""TMP"":[1590],""HR"":[7100],""PRS"":[101900],""FX"":[6],""DO"":[13553],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.388877+08
"{""TMP"":[1590],""HR"":[7080],""PRS"":[102000],""FX"":[6],""DO"":[13609],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.374044+08
"{""TMP"":[1590],""HR"":[7050],""PRS"":[102000],""FX"":[6],""DO"":[13554],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 19:50:41.275385+08
"{""TMP"":[1590],""HR"":[7100],""PRS"":[102000],""FX"":[6],""DO"":[13555],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:53:24.083894+08
"{""TMP"":[1590],""HR"":[7100],""PRS"":[101900],""FX"":[6],""DO"":[13556],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:52:17.957804+08
"{""TMP"":[1590],""HR"":[7090],""PRS"":[102000],""FX"":[6],""DO"":[13610],""wTMP"":[1910],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:51:30.363667+08
"{""TMP"":[1590],""HR"":[7090],""PRS"":[101900],""FX"":[6],""DO"":[13555],""wTMP"":[1910],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:51:06.050249+08
"{""TMP"":[1600],""HR"":[7080],""PRS"":[102000],""FX"":[6],""DO"":[13609],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:50:43.953035+08
"{""TMP"":[1600],""HR"":[7080],""PRS"":[102000],""FX"":[6],""DO"":[13551],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:50:24.363309+08
"{""TMP"":[1590],""HR"":[7069],""PRS"":[102000],""FX"":[6],""DO"":[13608],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:49:57.170968+08
"{""TMP"":[1600],""HR"":[7100],""PRS"":[102000],""FX"":[6],""DO"":[13557],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:49:35.861166+08
"{""TMP"":[1600],""HR"":[7090],""PRS"":[101900],""FX"":[6],""DO"":[13555],""wTMP"":[1910],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:49:08.983984+08
"{""TMP"":[1590],""HR"":[7060],""PRS"":[101900],""FX"":[6],""DO"":[13608],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:48:44.778868+08
"{""TMP"":[1590],""HR"":[7060],""PRS"":[101900],""FX"":[6],""DO"":[13557],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:48:12.155903+08
"{""TMP"":[1590],""HR"":[7030],""PRS"":[102000],""FX"":[6],""DO"":[13607],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:47:41.327467+08
"{""TMP"":[1590],""HR"":[7000],""PRS"":[101900],""FX"":[6],""DO"":[13610],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:47:01.886042+08
"{""TMP"":[1590],""HR"":[7060],""PRS"":[102000],""FX"":[6],""DO"":[13556],""wTMP"":[1910],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:46:15.414283+08
"{""TMP"":[1600],""HR"":[7060],""PRS"":[101900],""FX"":[6],""DO"":[13557],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:38:57.33582+08
"{""TMP"":[1600],""HR"":[7010],""PRS"":[101900],""FX"":[6],""DO"":[13610],""wTMP"":[1910],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:37:47.895428+08
"{""TMP"":[1600],""HR"":[6990],""PRS"":[101900],""FX"":[6],""DO"":[13545],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:36:45.020995+08
"{""TMP"":[1600],""HR"":[7040],""PRS"":[102000],""FX"":[6],""DO"":[13556],""wTMP"":[1910],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:35:44.546225+08
"{""TMP"":[1610],""HR"":[7050],""PRS"":[102000],""FX"":[6],""DO"":[13558],""wTMP"":[1910],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:34:34.111852+08
"{""TMP"":[1610],""HR"":[7060],""PRS"":[101900],""FX"":[6],""DO"":[13557],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:33:34.118916+08
"{""TMP"":[1600],""HR"":[7050],""PRS"":[102000],""FX"":[6],""DO"":[13607],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:32:29.74397+08
"{""TMP"":[1600],""HR"":[6990],""PRS"":[101900],""FX"":[6],""DO"":[13554],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:31:32.217834+08
"{""TMP"":[1600],""HR"":[7010],""PRS"":[101900],""FX"":[6],""DO"":[13554],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:30:25.43311+08
"{""TMP"":[1600],""HR"":[7000],""PRS"":[101900],""FX"":[6],""DO"":[13662],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:29:25.40201+08
"{""TMP"":[1610],""HR"":[7019],""PRS"":[102000],""FX"":[6],""DO"":[13610],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:28:37.361932+08
"{""TMP"":[1610],""HR"":[7010],""PRS"":[102000],""FX"":[6],""DO"":[13555],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:27:47.90684+08
"{""TMP"":[1610],""HR"":[7000],""PRS"":[101900],""FX"":[6],""DO"":[13610],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:26:58.078626+08
"{""TMP"":[1610],""HR"":[6969],""PRS"":[101900],""FX"":[6],""DO"":[13556],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:26:08.697204+08
"{""TMP"":[1620],""HR"":[6950],""PRS"":[102000],""FX"":[6],""DO"":[13555],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:25:20.682753+08
"{""TMP"":[1610],""HR"":[6919],""PRS"":[102000],""FX"":[6],""DO"":[13554],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:24:28.546393+08
"{""TMP"":[1610],""HR"":[6900],""PRS"":[101900],""FX"":[6],""DO"":[13552],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:23:32.157164+08
"{""TMP"":[1610],""HR"":[6910],""PRS"":[102000],""FX"":[6],""DO"":[13555],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:22:52.66102+08
"{""TMP"":[1610],""HR"":[6940],""PRS"":[101900],""FX"":[6],""DO"":[13555],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:22:09.66033+08
"{""TMP"":[1610],""HR"":[6919],""PRS"":[101900],""FX"":[6],""DO"":[13556],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:21:18.665698+08
"{""TMP"":[1610],""HR"":[6940],""PRS"":[101900],""FX"":[6],""DO"":[13555],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:20:32.005697+08
"{""TMP"":[1610],""HR"":[6850],""PRS"":[101900],""FX"":[6],""DO"":[13610],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:16:53.178311+08
"{""TMP"":[1610],""HR"":[6890],""PRS"":[101900],""FX"":[6],""DO"":[13555],""wTMP"":[1900],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:15:54.940373+08
"{""TMP"":[1620],""HR"":[6930],""PRS"":[101900],""FX"":[6],""DO"":[13556],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:15:05.775445+08
"{""TMP"":[1650],""HR"":[6890],""PRS"":[102000],""FS"":[0],""FX"":[7],""DO"":[11552],""wTMP"":[1850],""wPH"":[814],""WL"":[0],""wEC"":[19051],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:14:38.40195+08
"{""TMP"":[1620],""HR"":[6950],""PRS"":[101900],""FX"":[6],""DO"":[13609],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:14:05.725276+08
"{""TMP"":[1650],""HR"":[6869],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[11680],""wTMP"":[1860],""wPH"":[815],""WL"":[0],""wEC"":[19049],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:13:36.134898+08
"{""TMP"":[1620],""HR"":[6919],""PRS"":[101900],""FX"":[6],""DO"":[13555],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:12:58.06718+08
"{""TMP"":[1660],""HR"":[6900],""PRS"":[102100],""FS"":[0],""FX"":[7],""DO"":[12043],""wTMP"":[1860],""wPH"":[815],""WL"":[0],""wEC"":[19012],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:12:24.809158+08
"{""TMP"":[1620],""HR"":[6910],""PRS"":[101900],""FX"":[6],""DO"":[13604],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:12:00.568422+08
"{""TMP"":[1650],""HR"":[6810],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12193],""wTMP"":[1860],""wPH"":[816],""WL"":[0],""wEC"":[19053],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:11:32.461246+08
"{""TMP"":[1620],""HR"":[6910],""PRS"":[101900],""FX"":[6],""DO"":[13608],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:10:50.907087+08
"{""TMP"":[1620],""HR"":[6910],""PRS"":[101900],""FX"":[6],""DO"":[13555],""wTMP"":[1890],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:10:10.041852+08
"{""TMP"":[1650],""HR"":[6769],""PRS"":[102000],""FS"":[0],""FX"":[6],""DO"":[12278],""wTMP"":[1860],""wPH"":[815],""WL"":[0],""wEC"":[19038],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:09:41.290324+08
"{""TMP"":[1620],""HR"":[6810],""PRS"":[101900],""FX"":[6],""DO"":[13609],""wTMP"":[1880],""wPH"":[400],""WL"":[1259],""wEC"":[20000],""WD"":[3752],""JD"":[12201]}",4/11/2023 17:09:11.635329+08
